epoch,loss
1,1.5685484873942839
2,1.071725289332561
3,0.9963096257967826
4,1.091663615214519
5,1.1195153765189343
6,1.085177236642593
7,1.0478586288598868
8,1.0091989777027033
9,0.9714412157352154
10,0.9287516936277732
11,0.8895597983629275
12,0.8516004730493595
13,0.8287760080435337
14,0.8066210520573152
15,0.7833616883326799
16,0.7694908652550135
17,0.7438978033188062
18,0.7297738448167459
19,0.7194691022237142
20,0.6925461090528048
21,0.6813656320938697
22,0.6754214595525693
23,0.6612043661948962
24,0.6516252340414586
25,0.6461793398245786
26,0.6346123484464792
27,0.6262041376187251
28,0.6174843687277574
29,0.6085518916447957
30,0.6042623877525329
31,0.5968811612862807
32,0.5917824534269479
33,0.5871145992706983
34,0.5839704336264194
35,0.5786449326918676
36,0.5743739458230825
37,0.5707230283663823
38,0.563235687598204
39,0.5631271064281463
40,0.5570177854635776
41,0.5548996647198995
42,0.5528244580978002
43,0.5549387060678922
44,0.5487294909281608
45,0.5469173072240292
46,0.5458194810610552
47,0.5406133119876568
48,0.5436860755468026
49,0.5385433247456184
50,0.52738111554048
