epoch,train_loss,sup_loss,unsup_loss,test_loss,test_acc
1,1.9549147006004088,1.9549147006004088,0.0,1.8054561532974243,0.3372
2,1.744968798852736,1.661266150013093,0.08370264114872102,1.5597386331558227,0.4099
3,2.068869090849353,1.5953299422417917,0.4735391486075617,1.7361375995635986,0.4043
4,2.272978401953174,1.7618255346052107,0.511152847639976,1.9597584400177002,0.302
5,2.484117954008041,1.9480166858242405,0.5361012646988514,1.993969630050659,0.2944
6,1.6254458811975294,1.5593152969114241,0.06613058428610524,1.5302435842514037,0.4298
7,2.724723562117546,1.7403659628283592,0.9843575824652949,2.1121873176574706,0.3236
8,2.5283426354008336,1.7973462958489694,0.7309963328223075,1.826626531791687,0.338
9,2.4623943028911466,1.9081805905988138,0.5542137053224349,1.6847896808624268,0.3941
10,2.397880131198514,1.723050928884937,0.6748291866913918,1.811110564994812,0.3194
11,3.021451211744739,2.0582263085149948,0.96322489878343,1.6587261838912963,0.4241
12,2.2468947095255696,1.7803809796610186,0.4665137207315814,1.7153765769958496,0.4094
13,2.489375772014741,1.8394644337315713,0.6499113287296026,1.887639093208313,0.3706
14,1.472490664451353,1.472490664451353,0.0,1.4467718667984009,0.4756
15,1.9862875284687165,1.5282973089525778,0.4579902204775041,1.766110806274414,0.3757
16,2.373653792565869,1.7820628958363687,0.5915908994934251,1.7298297019958495,0.3941
17,1.913883424574329,1.5476991707278835,0.3661842516833736,1.6925667770385742,0.4161
18,2.320284389680432,1.5834013031375023,0.736883077289789,1.6461982133865356,0.4177
19,2.361115094154112,1.9257221375742266,0.43539295345544815,1.7098557744979859,0.429
20,1.9156277448900285,1.58945418173267,0.3261735623161639,1.6279526861190796,0.4364
21,1.9696010197362592,1.464445625582049,0.5051554076133236,1.7028419076919556,0.4181
22,2.3913743457486554,1.660358932710463,0.7310154240938925,2.021197546005249,0.3367
23,1.9705001807981921,1.6191524997834237,0.3513476625084877,1.492275654220581,0.4517
24,1.9833070347386021,1.4773098307271157,0.5059972202345249,1.438760534095764,0.4851
25,2.439673093057448,1.7160203456878662,0.7236527567428928,1.7400857545852662,0.3653
26,2.3560347018703336,1.6710065487892396,0.6850281552441658,1.71695098361969,0.4083
27,1.5995116003098027,1.4805936428808397,0.11891796157485054,1.3915182544708251,0.4971
28,1.7359017287531207,1.3453576026424285,0.3905441309175184,1.484975093460083,0.4658
29,1.7556022867079704,1.4210073101905085,0.33459498324701864,1.425398081588745,0.4922
30,2.184581491254991,1.5191886771109797,0.6653928177491311,1.5674347080230713,0.4785
31,1.8780365144052813,1.4554646284349504,0.4225718785197504,1.3813151760101319,0.5106
32,1.6453347283024942,1.322154172005192,0.3231805510097934,1.3643357496261597,0.519
33,1.4694098541813512,1.2518741046228716,0.2175357415070457,1.3917612817764282,0.5189
34,1.3160545056866062,1.1459494098540275,0.1701050931888242,1.2384399068832397,0.5766
35,1.1489068385093444,1.046531573418648,0.10237526725376805,1.2068938346862792,0.5844
36,1.1311174650346079,1.0261517686228598,0.10496569232594583,1.2702738552093507,0.5736
37,1.0210308086487554,0.9436345004266308,0.07739630293461584,1.1039310098648072,0.6236
38,0.9237701777488955,0.8766121537454666,0.04715802947119359,1.1826072635650635,0.6117
39,0.9188329712037118,0.871982503321863,0.046850463675875816,1.1734118089675902,0.6228
40,0.8826785126040059,0.8269988413779966,0.055679667981401566,1.1965417558670044,0.6046
41,0.8786731766116235,0.8297655543973369,0.048907620892409354,1.159173336791992,0.6241
42,0.836330484959387,0.7952456070530799,0.04108487784622177,1.1515190866470337,0.623
43,0.7852571741227181,0.7534356328748888,0.03182154094740268,1.23765569190979,0.6119
44,0.7634875889747373,0.7266450255147873,0.036842559554403825,1.2492541271209716,0.6221
45,0.7102148013730203,0.6806987947033297,0.029516002974442897,1.1769568342208863,0.6399
46,0.6757199946911104,0.6453640037967313,0.03035599221625636,1.1849574968338012,0.6354
47,0.6518654823303223,0.6186439414178172,0.03322154136314508,1.139132583808899,0.6529
48,0.6321011262555276,0.603477499177379,0.028623627618916573,1.3296685556411743,0.6309
49,0.6264361604567497,0.5976538283209647,0.02878233360787553,1.2030402924537658,0.637
50,0.5976119599034709,0.5647849354051775,0.03282702374722688,1.161850646209717,0.6553
